,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
4328,2,4,3,5,0,3,1,0,1,0,1,1,0,4,5,1,1,4,2,5,3,3,2,5,2,0,5,3,1,1,5,1,0,5,1,4,1,4,0,5,5,5,3,5,0,0,0,4,4,5,5,1,1,3,3,4,5,3,4,1,2,5,4,5
4329,5,0,4,2,4,4,3,4,4,5,5,2,1,4,1,5,0,5,2,2,1,3,1,2,4,3,3,3,0,5,4,4,2,0,2,0,1,2,3,4,2,4,3,3,0,5,3,5,1,5,2,3,1,3,4,2,1,4,0,3,5,3,0,5
4330,4,0,2,0,0,2,4,1,2,0,4,2,1,5,4,5,5,5,5,2,5,3,0,5,1,4,4,2,1,2,4,5,3,4,0,5,5,5,0,1,4,3,2,4,4,2,4,1,1,1,5,5,2,3,4,1,5,4,4,5,0,3,0,3
4331,4,3,3,0,0,2,1,3,0,5,3,4,3,4,3,0,4,1,5,3,1,5,1,0,3,2,4,4,1,1,5,1,5,3,0,1,0,4,2,3,5,3,1,2,2,1,4,4,0,3,4,1,4,0,1,1,1,0,2,3,5,5,5,1
4332,5,4,5,1,1,0,0,5,4,0,4,3,1,2,5,0,1,2,3,4,0,5,2,1,5,0,5,4,0,5,4,3,3,1,0,4,2,4,2,1,2,0,2,5,4,2,2,3,3,5,3,0,4,4,3,4,4,1,1,3,1,5,3,3
4333,2,5,5,4,4,3,4,5,1,5,0,5,4,5,3,0,2,5,0,1,1,5,3,3,3,1,4,5,4,5,0,1,4,2,2,5,5,4,3,3,4,4,1,3,5,5,4,2,4,0,0,2,2,1,2,0,5,4,1,4,3,0,0,5
4334,3,0,5,0,4,2,0,2,1,4,1,4,1,2,3,1,2,0,5,5,2,0,5,2,3,4,3,3,0,1,2,1,0,4,2,4,5,4,5,1,1,2,4,0,5,2,5,0,1,2,0,3,0,1,0,5,5,2,1,5,5,1,4,2
4335,5,1,4,2,3,3,5,4,2,0,1,3,5,1,5,0,4,4,1,0,0,2,1,0,1,0,0,0,4,3,3,0,5,5,2,1,3,1,3,2,4,2,5,1,2,4,3,3,4,1,0,5,5,1,3,0,0,2,5,0,0,4,3,0
4336,5,2,4,1,5,5,0,3,5,5,0,0,5,2,3,3,3,4,4,4,0,5,4,0,4,1,4,5,2,0,1,1,1,2,5,0,4,3,2,0,2,5,2,1,4,2,5,1,2,1,1,1,0,0,1,5,1,4,1,3,0,2,4,4
4337,2,0,1,4,2,3,2,2,3,4,0,4,2,4,2,1,5,0,2,5,1,4,2,2,2,4,0,1,4,0,4,1,1,0,3,1,5,0,3,3,5,0,3,0,0,4,5,1,1,4,4,0,0,5,2,3,3,1,0,0,3,0,5,4
4338,3,1,1,2,0,4,0,1,5,5,3,3,0,3,3,5,0,5,3,1,3,4,3,0,2,3,2,2,3,3,5,3,1,4,5,4,0,4,2,3,3,0,2,3,3,4,1,5,2,3,1,1,4,0,1,0,4,3,5,5,3,2,0,0
4339,4,5,2,5,0,1,3,3,2,2,5,2,4,2,0,4,4,2,3,5,3,1,5,0,4,3,5,4,2,4,5,4,2,2,5,2,1,3,1,3,2,0,1,1,1,4,2,0,5,1,5,0,1,0,5,0,4,1,2,0,1,3,1,3
4340,1,4,3,5,2,4,1,0,5,3,0,5,2,4,0,1,0,0,3,1,1,3,0,1,5,0,1,0,0,5,4,5,1,1,3,2,5,1,2,5,5,5,1,3,2,3,0,4,5,3,3,1,5,1,4,5,4,5,1,2,0,2,3,2
4341,2,0,4,0,2,5,0,2,2,0,0,2,0,0,0,5,2,1,2,5,4,0,2,0,5,4,1,5,1,4,5,3,2,4,1,5,4,5,4,4,3,3,3,4,4,1,0,4,2,0,4,2,3,0,1,2,3,2,0,3,5,3,1,1
4342,3,5,0,0,1,2,1,2,2,1,2,4,0,2,3,3,5,1,2,5,2,3,1,5,5,3,3,1,5,3,0,0,1,3,0,2,0,1,3,3,0,5,0,5,0,1,5,2,5,5,0,3,1,5,5,2,4,1,5,3,3,1,3,0
4343,3,1,1,1,3,5,4,0,0,0,4,2,0,0,0,0,0,4,1,4,2,2,2,5,3,3,4,4,0,0,3,2,3,0,0,1,0,5,0,0,3,4,2,5,1,1,1,3,5,1,4,2,3,3,3,2,2,1,1,2,5,0,1,5
4344,2,0,4,4,2,1,0,4,4,2,4,4,4,0,5,5,1,0,3,1,4,4,4,3,3,2,3,0,1,0,1,3,2,3,1,1,1,0,3,1,4,5,1,0,5,2,1,0,2,2,5,2,1,5,1,5,5,3,1,3,4,0,5,3
4345,0,0,4,3,0,1,2,4,5,2,3,1,3,5,5,1,3,4,2,1,0,2,4,5,3,2,4,4,3,3,0,2,5,2,1,4,2,2,3,4,4,1,1,2,4,1,5,5,4,3,3,0,5,3,5,2,5,4,3,3,5,4,5,1
4346,4,0,1,1,2,4,0,0,1,4,3,1,5,1,4,0,2,1,5,0,4,1,3,1,4,2,0,2,2,3,4,3,5,4,5,3,2,5,4,2,4,0,0,5,2,1,1,0,3,5,2,1,1,0,2,2,4,0,1,5,3,0,2,4
4347,1,1,2,3,1,3,2,5,1,3,2,5,4,1,1,4,1,3,0,5,1,5,5,2,0,0,5,2,0,0,4,4,2,3,3,5,2,4,1,5,3,5,2,3,2,5,0,2,4,1,4,2,2,0,4,2,4,5,3,0,0,1,1,4
4348,4,4,1,5,0,4,4,4,5,2,3,1,1,3,4,0,5,2,1,5,2,2,3,1,2,4,5,4,1,5,4,1,4,4,4,3,5,3,1,2,4,1,0,0,3,1,1,0,0,5,1,4,5,1,2,1,0,1,4,2,5,5,0,3
4349,2,1,2,3,1,1,0,1,5,4,3,1,0,2,1,0,1,1,2,3,3,1,5,0,3,4,2,1,1,2,5,1,1,2,3,4,0,3,5,5,2,1,5,0,2,1,1,4,3,4,2,4,3,1,4,5,2,4,2,2,5,2,4,4
4350,0,2,0,2,0,5,1,2,1,0,4,5,1,2,2,4,3,0,1,3,1,0,3,0,5,1,4,4,5,3,0,2,2,3,1,4,5,0,2,0,4,1,0,3,2,5,1,0,5,1,1,5,5,3,0,1,4,3,0,1,1,2,3,1
4351,3,1,5,2,3,5,2,2,0,0,3,3,2,3,2,4,1,0,4,4,3,1,1,1,3,3,5,4,3,0,1,5,5,1,3,5,4,2,1,3,5,4,5,1,0,5,3,5,2,4,1,0,3,5,3,3,3,3,5,2,5,2,4,3
4352,3,3,1,4,0,1,0,4,3,4,0,4,2,4,5,4,0,3,4,0,0,2,5,4,5,2,0,3,0,5,5,0,4,5,4,3,0,1,1,3,4,4,5,5,5,0,2,1,0,2,1,0,4,4,1,4,5,5,5,3,3,2,0,0
4353,4,5,5,2,5,1,0,3,3,5,5,0,5,0,5,0,2,1,2,0,3,3,1,0,4,4,2,1,3,0,0,3,0,4,5,0,5,0,2,1,3,5,5,3,2,4,5,0,2,2,2,2,5,0,3,3,1,2,5,2,4,2,1,0
4354,5,4,4,5,5,0,2,2,5,0,1,1,5,5,1,2,3,3,2,1,3,0,2,5,2,5,3,4,4,5,4,3,3,0,2,2,0,3,2,3,2,3,0,4,1,4,3,3,1,4,5,3,3,5,3,4,3,3,1,1,4,2,2,3
4355,3,2,3,3,1,5,2,0,1,0,3,5,2,3,3,3,2,2,4,3,2,3,1,5,3,3,2,1,5,0,3,1,1,0,4,1,1,2,5,0,0,1,1,1,1,0,1,1,4,4,2,1,4,2,5,1,5,0,5,0,2,2,5,1
4356,1,2,2,5,1,4,0,5,1,2,2,0,5,4,0,1,2,2,2,5,3,2,0,3,4,5,0,5,3,0,4,5,0,3,1,5,2,5,4,0,3,0,5,2,0,1,2,5,2,2,0,1,2,4,2,5,2,1,4,0,1,3,3,5
4357,5,3,2,0,1,1,0,0,1,4,5,2,5,3,2,1,3,1,0,4,1,5,5,5,3,2,2,3,5,5,4,2,1,1,5,1,4,3,1,4,1,2,5,1,1,1,0,0,1,0,1,2,4,5,0,3,5,1,1,4,1,5,5,3
4358,2,3,0,3,0,3,5,3,2,4,2,2,2,3,3,5,4,3,0,1,2,5,0,3,4,4,1,4,2,5,4,4,0,5,3,2,3,5,2,0,2,3,3,4,0,0,1,3,2,5,3,5,5,4,3,4,3,1,2,1,5,5,2,1
4359,3,0,3,1,3,2,3,1,3,5,5,4,1,4,4,3,0,4,1,3,4,4,1,1,3,2,5,0,5,1,1,0,1,1,0,5,3,1,5,1,2,2,1,3,1,0,5,3,5,0,2,0,5,2,4,4,3,2,3,2,2,5,2,0
4360,5,5,2,5,2,5,0,2,0,1,2,0,3,2,1,3,2,0,3,5,4,0,3,2,4,4,2,3,0,4,4,1,0,5,3,5,1,3,1,2,5,2,3,1,1,0,0,2,3,5,3,5,5,1,4,1,1,5,3,0,1,4,0,1
4361,2,3,0,0,1,3,3,4,4,2,2,1,2,5,2,5,0,2,4,4,4,2,4,5,1,1,4,5,0,4,0,5,4,1,2,3,4,2,5,5,4,3,4,0,5,0,3,2,5,3,0,1,4,2,0,1,3,5,0,1,2,4,2,0
4362,0,5,0,4,2,3,5,0,1,3,4,3,3,2,5,0,2,1,2,1,2,0,1,4,3,1,4,4,0,5,1,2,0,4,3,1,2,1,0,4,1,1,5,2,0,0,5,2,0,0,2,3,1,2,0,1,0,0,4,1,4,0,2,5
4363,1,2,3,4,0,4,1,4,0,1,1,5,5,1,5,3,5,1,2,4,5,0,4,2,1,1,0,0,5,5,5,5,4,2,1,1,2,3,5,3,5,3,5,0,3,5,3,3,5,2,2,4,2,1,2,0,1,4,0,1,4,5,0,2
4364,0,0,2,4,1,3,4,5,0,2,2,1,0,0,3,0,0,5,2,3,0,5,1,3,2,3,0,2,1,5,4,4,3,0,4,0,3,5,4,5,3,0,3,5,2,3,4,4,4,3,4,4,2,1,5,2,0,2,0,5,2,5,3,4
4365,2,1,2,3,5,2,0,1,2,2,3,1,0,1,5,4,5,5,3,1,5,4,0,1,0,3,2,1,0,3,1,3,0,4,4,1,5,0,1,3,3,3,0,2,4,0,2,4,5,4,1,4,3,3,3,0,0,3,0,5,3,2,2,1
4366,5,3,3,1,3,5,0,3,5,4,2,3,1,2,4,1,5,1,1,3,5,1,4,4,3,3,2,4,0,2,1,2,2,5,1,1,1,3,2,4,5,1,3,5,2,3,3,1,3,3,0,0,2,4,4,0,5,1,0,2,1,0,0,4
4367,2,4,1,1,3,5,3,2,2,3,5,2,3,0,4,2,4,1,1,5,1,4,0,3,0,4,5,1,3,5,2,4,5,3,3,4,4,4,2,1,4,1,0,5,2,4,0,0,3,2,3,3,2,4,2,1,4,3,5,4,1,0,5,2
4368,4,0,2,4,5,0,2,3,2,0,5,3,5,5,2,0,5,3,2,4,2,5,3,1,0,1,1,2,3,5,1,3,4,2,5,1,5,1,1,2,1,0,1,4,5,1,4,2,2,4,2,5,4,1,3,0,1,1,3,1,2,3,2,0
4369,5,5,3,1,1,3,4,0,0,0,0,4,1,2,4,5,5,1,0,4,5,0,2,5,0,0,2,4,2,4,2,0,3,3,2,4,4,1,4,0,5,3,1,0,5,5,4,2,2,1,0,0,4,2,3,0,5,5,3,4,1,1,2,2
4370,2,0,2,4,5,1,2,3,2,4,4,0,4,5,0,5,0,4,0,5,0,5,3,2,1,0,4,2,2,0,1,0,0,4,5,5,3,0,2,5,5,5,5,2,5,5,2,1,5,1,0,4,2,0,5,5,5,3,2,2,1,0,0,1
4371,4,2,2,3,2,4,4,0,4,2,4,1,0,4,0,3,3,1,1,0,1,3,2,0,3,0,0,2,2,1,0,5,5,2,2,3,4,5,0,3,5,3,0,3,2,4,2,5,5,3,4,2,3,5,4,2,1,0,0,3,3,1,5,2
4372,0,5,2,5,4,1,4,5,0,1,5,5,5,2,1,1,4,5,1,1,5,5,2,5,5,4,5,1,4,2,3,5,5,5,5,1,1,4,0,4,0,0,0,0,4,4,0,2,4,3,5,4,2,5,4,3,1,5,0,0,2,5,0,1
4373,1,3,0,4,4,5,4,0,1,5,4,2,4,0,0,3,2,4,0,4,1,1,4,4,1,5,2,3,2,5,2,5,5,2,3,4,4,1,1,2,0,5,4,4,0,0,3,1,1,0,0,3,5,4,0,2,5,0,4,0,4,0,1,1
4374,0,1,0,3,0,3,0,0,4,4,1,1,3,3,2,2,3,3,0,4,3,5,3,5,3,1,2,3,1,2,1,2,2,2,0,5,5,2,0,2,3,2,2,4,2,4,5,3,0,1,5,3,5,2,1,3,4,3,1,3,3,3,4,5
4375,0,1,4,3,2,5,5,3,2,1,5,3,3,4,1,1,1,4,2,5,5,3,3,4,2,2,3,4,3,0,5,4,4,5,4,4,3,3,4,3,4,5,1,2,5,5,4,3,3,2,4,4,2,2,1,3,5,5,1,4,4,5,0,4
4376,3,5,3,0,0,4,0,3,5,1,0,0,5,5,1,1,3,0,2,2,0,4,0,0,3,0,4,2,4,4,3,5,4,1,0,0,5,5,4,1,1,5,0,2,3,1,1,2,0,2,5,1,5,3,3,3,0,2,2,2,3,4,2,2
4377,4,2,2,5,2,2,4,3,4,0,4,4,4,0,4,1,5,1,3,1,1,2,3,4,0,4,3,5,0,2,4,5,0,5,1,1,0,3,5,1,2,4,5,3,0,5,1,5,4,2,5,1,2,5,2,5,4,0,2,0,0,2,2,5
4378,4,5,4,3,5,3,3,5,1,4,5,2,1,5,1,2,4,2,3,4,1,3,2,1,4,4,0,0,0,5,4,1,4,3,0,4,0,1,1,2,5,3,0,4,5,5,3,4,5,0,0,4,2,5,1,2,2,2,1,4,5,4,3,2
4379,5,1,1,3,2,4,5,4,1,3,0,0,5,3,2,0,0,4,2,0,2,0,3,3,1,2,1,0,3,5,4,0,4,0,3,4,3,5,5,2,0,2,4,4,4,3,5,2,5,4,3,2,5,2,3,4,5,1,3,1,5,2,1,2
4380,3,1,3,1,4,2,3,4,4,1,4,5,0,3,5,5,0,3,4,2,0,0,0,4,2,4,2,1,5,0,3,3,5,2,5,3,3,3,2,0,4,4,3,3,3,4,1,3,4,2,1,2,5,3,0,0,3,5,2,0,4,3,1,4
4381,4,4,5,2,1,4,5,0,2,2,2,3,2,0,4,2,1,5,5,5,1,0,5,3,5,5,1,3,1,2,5,1,2,3,4,1,4,4,4,0,1,0,4,4,4,1,3,3,4,5,1,5,5,4,4,3,1,3,0,5,4,0,3,1
4382,2,2,3,3,1,1,3,1,0,1,1,3,0,3,5,4,5,2,4,4,4,1,2,1,1,0,2,1,1,0,3,2,4,4,3,5,5,5,1,4,1,5,3,0,0,0,2,1,3,5,3,0,1,4,1,2,1,3,1,4,1,3,2,1
4383,2,2,4,5,4,0,0,4,3,3,2,0,1,2,3,5,4,5,4,0,0,4,1,0,5,0,5,2,0,4,3,1,1,0,1,4,5,4,4,4,3,1,3,4,0,4,0,1,2,5,1,1,1,3,0,4,1,5,4,1,2,0,5,2
4384,1,0,5,5,1,2,3,4,3,1,2,2,2,5,1,4,4,0,1,0,1,4,0,2,2,4,3,1,5,3,5,5,1,4,4,1,3,0,3,1,5,5,5,0,3,3,0,2,3,4,4,2,2,3,3,4,3,2,2,1,5,3,2,4
4385,0,4,1,2,4,2,5,3,3,5,0,5,3,0,5,4,0,5,2,1,5,5,1,5,3,4,5,3,0,3,2,1,0,5,0,3,3,5,5,0,4,0,4,3,2,0,1,3,1,0,3,3,0,4,5,3,3,5,0,1,5,3,5,4
4386,3,5,5,1,3,0,5,0,4,0,3,3,4,4,5,3,4,1,2,5,1,2,3,0,5,0,3,3,3,4,4,3,1,0,0,0,2,5,0,3,4,3,3,0,2,4,5,0,3,0,2,1,1,3,5,3,1,4,3,5,2,5,0,3
4387,1,4,5,3,5,2,0,4,2,4,2,3,3,3,1,0,0,4,0,5,5,3,4,5,2,1,1,4,5,3,4,4,4,5,3,4,2,0,2,5,5,0,4,3,5,1,4,2,5,5,3,4,2,3,3,0,3,4,4,0,4,5,5,1
4388,0,5,3,0,2,1,3,1,2,2,5,4,5,1,3,5,3,0,5,2,3,1,1,5,0,4,4,0,4,5,4,5,2,1,1,5,2,0,4,5,2,5,2,1,5,2,0,0,2,1,4,3,0,0,2,0,0,4,4,0,5,5,0,0
4389,0,3,0,5,2,4,4,0,3,1,3,5,5,2,3,4,5,5,3,4,1,3,5,5,4,5,5,4,4,0,3,4,2,0,0,4,5,2,4,0,3,5,0,0,5,5,5,2,3,3,5,4,1,4,0,1,0,5,0,2,5,5,3,1
4390,5,4,5,3,4,3,0,5,3,0,5,0,3,1,4,2,4,0,2,0,4,2,5,5,5,4,4,1,5,5,1,2,3,1,5,3,0,2,5,4,2,0,3,5,0,3,3,5,3,5,1,1,5,0,0,3,4,1,0,5,1,0,4,1
4391,4,2,0,5,0,5,0,1,2,3,1,2,5,0,1,5,5,4,3,4,4,0,1,1,0,0,3,1,0,4,1,5,0,0,5,0,2,2,3,5,5,3,2,5,3,0,0,2,5,2,4,5,0,4,4,5,1,3,0,3,4,5,5,5
4392,2,2,3,1,4,2,3,3,0,1,4,1,4,4,4,5,0,2,1,0,2,2,2,2,4,5,4,3,5,1,3,2,4,3,4,1,2,3,5,3,1,5,5,1,3,5,4,2,0,2,5,5,0,0,2,0,5,1,0,2,0,4,0,3
4393,4,0,4,4,4,2,3,1,2,4,5,2,3,3,5,4,1,4,2,1,1,5,1,3,4,2,0,4,4,1,4,0,4,0,1,0,5,1,4,2,3,1,5,4,3,3,5,5,4,4,1,3,2,5,4,5,3,2,3,0,0,5,5,0
4394,2,5,4,1,4,3,4,5,5,3,2,1,5,5,3,2,5,1,5,3,4,2,2,0,0,5,5,3,5,4,5,0,3,2,5,2,5,4,2,1,5,5,5,0,1,1,3,0,4,0,2,5,4,1,5,4,4,0,4,4,3,2,3,3
4395,1,4,5,0,0,3,0,5,3,5,5,1,3,2,0,0,4,2,3,0,4,3,4,3,5,2,4,3,2,5,3,0,1,5,4,3,0,2,3,5,1,3,4,5,3,3,3,5,4,5,5,1,1,5,4,0,0,0,4,4,5,2,1,5
4396,4,4,4,1,3,5,0,4,0,5,2,1,1,4,0,5,3,3,4,1,3,0,0,1,0,0,1,4,4,4,0,2,3,5,4,4,3,2,5,5,2,5,4,3,4,4,2,2,5,4,5,2,4,3,3,5,3,4,5,5,5,4,2,5
4397,0,1,4,4,3,5,5,2,2,5,0,1,4,0,5,2,5,0,0,3,0,1,4,2,0,2,5,4,5,4,0,5,0,3,3,4,1,2,5,3,5,5,0,1,0,5,1,3,0,3,0,1,4,5,0,5,2,1,5,1,0,5,4,3
4398,4,1,4,3,2,4,2,2,0,0,0,1,3,0,2,5,3,4,0,0,2,3,0,4,4,2,4,0,3,2,2,4,5,1,3,5,5,4,3,2,1,0,1,0,3,1,5,5,3,4,0,2,1,4,1,5,1,1,1,2,0,3,0,1
4399,5,0,2,1,0,4,0,5,5,1,2,0,1,2,4,2,5,3,2,4,2,0,3,0,0,5,3,1,4,1,0,5,0,0,5,1,4,1,0,5,5,4,5,1,1,1,2,0,1,0,0,1,5,2,2,4,4,3,4,1,0,3,0,3
4400,1,1,4,0,5,3,4,2,1,1,1,2,4,4,2,3,0,1,2,5,2,0,3,4,3,2,1,4,4,0,4,1,3,1,2,3,4,0,0,1,5,1,5,1,1,5,3,5,5,1,2,3,3,3,1,4,0,0,2,4,0,1,5,4
4401,1,2,1,2,0,1,0,1,1,5,4,3,2,3,0,2,1,4,5,5,0,2,2,3,1,1,5,3,0,1,3,0,4,5,2,1,2,0,1,3,0,2,2,0,3,2,1,2,5,1,3,3,4,2,3,3,3,5,5,3,1,2,5,0
4402,2,3,4,0,0,3,4,1,2,1,2,0,2,5,5,0,0,4,2,2,2,3,0,5,1,2,2,3,3,1,1,0,1,1,3,4,2,0,3,2,5,2,0,0,1,3,5,3,1,0,1,5,0,4,2,5,2,5,4,4,4,2,3,4
4403,5,2,2,3,3,5,3,5,2,1,3,3,1,2,2,5,0,5,5,0,4,3,1,3,2,2,0,5,5,5,5,2,5,3,4,2,5,5,1,3,0,3,4,5,3,3,4,1,2,1,0,0,0,4,2,5,1,2,2,0,4,4,3,1
4404,0,1,4,2,1,5,2,1,0,3,5,2,2,0,5,2,5,0,5,5,4,1,3,5,0,0,1,1,5,2,3,1,0,3,1,2,2,1,3,1,0,0,3,3,4,5,0,3,2,2,3,3,3,3,1,4,1,3,4,2,4,2,0,0
4405,1,1,0,5,3,5,2,4,3,2,5,0,4,3,2,5,2,5,2,0,2,0,0,2,4,3,4,2,3,4,0,4,1,2,4,2,0,2,0,5,3,1,4,1,4,1,4,5,3,0,2,2,3,0,4,1,2,2,2,3,5,1,5,5
4406,0,4,1,3,1,2,3,5,4,3,0,2,3,2,5,2,3,3,5,1,4,1,3,0,2,0,5,5,3,2,5,3,3,5,4,0,3,0,5,4,5,5,2,0,4,0,5,2,2,5,0,1,3,1,4,2,0,3,2,3,5,4,1,2
4407,4,5,2,5,2,3,0,3,4,1,0,3,4,5,3,1,1,1,3,3,4,5,4,5,2,2,1,1,4,2,4,5,3,5,1,5,2,2,4,5,0,0,0,2,5,3,5,3,0,5,1,0,3,4,4,1,2,5,5,1,0,2,5,4
4408,2,5,1,4,2,0,2,3,4,1,0,4,3,3,4,0,1,0,3,1,2,4,5,1,5,1,5,4,0,1,2,1,4,0,5,0,5,1,0,1,2,0,1,2,3,0,1,0,0,5,1,4,2,1,3,2,2,4,2,2,5,4,0,4
4409,1,0,2,3,1,1,4,5,3,0,4,0,1,4,4,0,0,3,2,0,1,0,3,0,3,0,4,5,2,1,1,3,0,4,5,5,0,1,3,2,3,5,1,0,1,5,4,4,5,2,5,5,4,2,0,4,0,5,1,2,4,1,5,2
4410,4,4,2,0,1,1,2,0,2,5,5,0,2,5,3,0,2,1,1,2,0,0,1,1,2,4,4,3,1,1,5,0,3,2,1,4,4,1,1,2,2,2,5,2,0,3,1,0,4,0,4,2,0,0,3,0,4,2,1,0,0,0,1,4
4411,0,4,4,2,1,5,4,5,5,4,5,2,0,0,2,5,4,5,0,2,5,2,5,1,1,5,2,1,3,1,4,1,1,5,4,2,1,4,4,4,4,1,1,2,5,2,4,0,0,2,1,5,1,0,3,5,3,0,2,2,0,0,2,5
4412,2,5,2,5,3,4,2,0,1,5,0,5,3,2,5,2,0,4,4,2,3,0,3,3,4,4,1,1,1,3,3,1,1,3,3,5,0,2,5,4,4,4,2,2,2,4,2,4,1,0,0,0,1,4,2,3,3,1,3,1,2,0,5,2
4413,5,0,0,1,0,1,4,3,1,1,2,2,1,2,1,3,0,1,4,3,4,1,0,4,1,3,0,1,2,2,0,0,0,3,1,1,5,5,2,2,3,5,0,4,1,1,4,2,2,1,4,5,2,3,4,5,1,1,3,5,0,0,5,3
4414,3,0,5,5,1,3,3,4,3,4,2,5,0,0,3,4,2,3,5,3,1,0,5,2,4,1,0,2,4,0,5,1,2,3,3,0,2,5,2,2,4,4,3,3,3,1,0,3,3,2,0,2,3,2,1,0,1,3,2,3,3,4,2,0
4415,1,0,1,4,3,1,3,4,4,1,4,5,5,0,5,0,5,0,4,3,0,4,0,5,3,4,3,2,2,4,2,1,0,1,0,1,0,4,0,5,3,5,5,4,2,1,4,4,0,0,2,1,0,5,5,1,3,1,5,4,1,5,3,3
4416,3,2,1,4,4,5,5,0,0,0,3,5,1,4,1,5,2,0,5,5,5,1,1,0,0,5,0,3,1,5,5,2,4,5,0,3,3,1,1,2,2,0,0,3,3,0,0,4,2,0,3,1,0,5,3,2,2,5,2,4,4,5,3,5
4417,0,3,0,1,5,5,2,5,4,2,1,2,5,2,5,1,0,1,3,4,3,1,0,1,3,4,5,4,4,3,3,1,4,3,1,2,3,5,2,1,0,2,2,2,4,1,5,5,3,1,5,4,3,4,5,5,3,3,5,0,4,2,1,4
4418,2,5,1,2,5,4,3,3,5,3,5,3,4,5,5,5,5,1,5,5,5,3,2,0,5,3,4,3,3,4,1,1,4,4,5,4,0,0,0,4,1,2,3,5,2,5,3,5,5,2,0,5,5,3,1,1,2,0,0,1,0,1,3,4
4419,5,5,2,0,2,1,2,2,0,1,4,2,3,1,4,4,0,5,5,5,3,2,1,1,4,4,0,4,0,4,5,4,1,1,0,5,0,4,1,5,1,0,5,5,4,2,2,0,2,3,5,3,4,4,5,5,4,3,1,5,3,4,5,0
4420,2,1,1,0,0,0,2,4,5,3,5,5,2,1,5,0,3,1,3,3,3,2,0,4,3,4,1,4,1,4,5,0,3,5,2,3,1,4,1,4,2,2,5,3,4,3,3,2,0,4,4,0,5,2,1,5,5,1,3,5,1,5,0,0
4421,2,0,3,5,5,2,2,0,5,3,0,5,1,4,5,2,1,3,1,2,2,1,4,4,3,4,3,0,3,0,5,3,1,0,2,2,0,4,2,5,2,4,3,5,3,2,4,1,4,4,2,5,0,2,1,0,3,5,2,0,5,4,5,1
4422,2,2,0,3,4,2,5,0,5,2,5,3,0,3,3,5,0,4,1,4,5,4,5,0,3,2,3,4,0,2,5,0,5,2,1,5,2,1,0,4,5,1,5,5,0,1,3,1,4,1,2,2,5,0,0,2,1,2,1,4,4,4,5,5
4423,1,0,2,2,3,1,0,5,2,5,3,4,5,3,0,4,5,4,1,4,3,1,2,5,3,0,5,0,3,4,4,5,5,5,4,3,4,2,5,0,2,2,4,1,2,4,2,0,5,2,5,4,1,3,0,1,1,3,1,0,4,2,0,4
4424,1,4,4,2,3,5,0,1,3,4,3,0,1,1,1,2,3,2,2,5,5,0,1,3,5,0,2,0,3,3,5,5,5,5,4,4,4,3,3,0,2,4,0,5,3,3,3,1,2,5,2,4,5,4,0,3,3,0,1,0,1,5,2,3
4425,0,0,4,4,0,2,0,0,5,3,5,3,2,3,5,4,5,1,4,3,3,4,4,4,1,0,1,4,5,5,4,1,3,5,2,2,5,1,0,4,0,1,2,5,5,2,1,2,1,0,1,4,1,2,0,3,5,5,2,5,3,0,5,4
4426,4,4,5,4,3,0,2,1,3,3,4,4,2,4,1,5,3,4,4,2,5,2,0,5,1,1,5,2,4,3,0,0,1,5,5,4,4,4,2,3,4,5,2,5,2,4,0,3,0,4,3,4,4,2,2,0,1,2,4,1,5,3,2,5
4427,4,4,2,1,1,0,0,5,2,5,2,1,2,2,3,3,3,0,4,4,5,3,0,1,5,3,0,1,1,2,5,0,5,4,2,1,2,4,4,3,0,3,1,1,5,0,5,2,3,0,5,1,2,1,4,3,1,3,5,3,1,4,4,3
4428,3,0,0,0,5,1,4,2,2,5,2,3,0,3,3,3,1,4,1,1,5,0,1,0,2,4,0,2,5,3,0,5,0,1,4,1,0,5,2,4,0,4,0,3,3,0,3,5,0,1,1,5,4,2,0,0,0,2,2,2,1,3,4,0
4429,2,2,4,2,3,0,4,1,5,3,3,4,0,0,5,2,1,3,3,1,0,3,3,1,5,3,2,3,2,4,2,5,3,5,2,2,4,3,2,0,1,1,1,3,0,4,4,1,5,3,0,0,5,1,1,4,3,1,3,5,1,1,5,4
4430,0,0,5,3,1,0,2,0,5,5,0,3,2,0,0,3,2,0,2,0,5,1,5,5,2,0,3,2,2,0,3,5,4,3,3,4,4,1,0,1,4,2,0,0,2,3,3,3,4,3,0,3,2,4,5,0,2,5,2,5,4,0,0,5
4431,4,4,5,2,3,1,5,5,1,5,0,3,3,5,2,2,2,0,3,1,2,3,5,4,5,3,1,3,5,1,4,1,5,1,1,4,1,4,3,2,2,3,1,2,2,4,4,0,5,4,0,2,1,4,4,1,4,1,0,1,0,4,3,1
4432,5,3,0,4,5,2,0,4,4,3,2,2,5,3,1,0,2,2,4,5,1,1,0,0,4,3,2,2,1,2,3,5,5,1,1,1,5,3,1,2,3,0,0,1,5,5,2,0,4,0,0,0,5,2,1,5,1,4,1,4,5,5,3,0
